seat_id, auditorium_id, row_position, column_position
SEAT-B07, AUD06, 01, 07
SEAT-B08, AUD06, 01, 08
SEAT-B09, AUD06, 01, 09
SEAT-B10, AUD06, 01, 10
SEAT-B11, AUD06, 01, 11
SEAT-B12, AUD06, 01, 12
SEAT-B13, AUD06, 01, 13
SEAT-B14, AUD06, 01, 14
SEAT-B15, AUD06, 01, 15
SEAT-B16, AUD06, 01, 16
SEAT-B17, AUD06, 01, 17
SEAT-B18, AUD06, 01, 18
SEAT-B19, AUD06, 01, 19
SEAT-B20, AUD06, 01, 20
SEAT-B21, AUD06, 01, 21
SEAT-B22, AUD06, 01, 22
SEAT-B23, AUD06, 01, 23
SEAT-B24, AUD06, 01, 24
SEAT-B25, AUD06, 01, 25
SEAT-C01, AUD06, 02, 01
SEAT-C02, AUD06, 02, 02
SEAT-C03, AUD06, 02, 03
SEAT-C04, AUD06, 02, 04
SEAT-C05, AUD06, 02, 05
SEAT-C06, AUD06, 02, 06
SEAT-C07, AUD06, 02, 07
SEAT-C08, AUD06, 02, 08
SEAT-C09, AUD06, 02, 09
SEAT-C10, AUD06, 02, 10
SEAT-C11, AUD06, 02, 11
SEAT-C12, AUD06, 02, 12
SEAT-C13, AUD06, 02, 13
SEAT-C14, AUD06, 02, 14
SEAT-C15, AUD06, 02, 15
SEAT-C16, AUD06, 02, 16
SEAT-C17, AUD06, 02, 17
SEAT-C18, AUD06, 02, 18
SEAT-C19, AUD06, 02, 19
SEAT-C20, AUD06, 02, 20
SEAT-C21, AUD06, 02, 21
SEAT-C22, AUD06, 02, 22
SEAT-C23, AUD06, 02, 23
SEAT-C24, AUD06, 02, 24
SEAT-C25, AUD06, 02, 25
SEAT-D01, AUD06, 03, 01
SEAT-D02, AUD06, 03, 02
SEAT-D03, AUD06, 03, 03
SEAT-D04, AUD06, 03, 04
SEAT-D05, AUD06, 03, 05
SEAT-D06, AUD06, 03, 06
SEAT-D07, AUD06, 03, 07
SEAT-D08, AUD06, 03, 08
SEAT-D09, AUD06, 03, 09
SEAT-D10, AUD06, 03, 10
SEAT-D11, AUD06, 03, 11
SEAT-D12, AUD06, 03, 12
SEAT-D13, AUD06, 03, 13
SEAT-D14, AUD06, 03, 14
SEAT-D15, AUD06, 03, 15
SEAT-D16, AUD06, 03, 16
SEAT-D17, AUD06, 03, 17
SEAT-D18, AUD06, 03, 18
SEAT-D19, AUD06, 03, 19
SEAT-D20, AUD06, 03, 20
SEAT-D21, AUD06, 03, 21
SEAT-D22, AUD06, 03, 22
SEAT-D23, AUD06, 03, 23
SEAT-D24, AUD06, 03, 24
SEAT-D25, AUD06, 03, 25
SEAT-E01, AUD06, 04, 01
SEAT-E02, AUD06, 04, 02
SEAT-E03, AUD06, 04, 03
SEAT-E04, AUD06, 04, 04
SEAT-E05, AUD06, 04, 05
SEAT-E06, AUD06, 04, 06
SEAT-E07, AUD06, 04, 07
SEAT-E08, AUD06, 04, 08
SEAT-E09, AUD06, 04, 09
SEAT-E10, AUD06, 04, 10
SEAT-E11, AUD06, 04, 11
SEAT-E12, AUD06, 04, 12
SEAT-E13, AUD06, 04, 13
SEAT-E14, AUD06, 04, 14
SEAT-E15, AUD06, 04, 15
SEAT-E16, AUD06, 04, 16
SEAT-E17, AUD06, 04, 17
SEAT-E18, AUD06, 04, 18
SEAT-E19, AUD06, 04, 19
SEAT-E20, AUD06, 04, 20
SEAT-E21, AUD06, 04, 21
SEAT-E22, AUD06, 04, 22
SEAT-E23, AUD06, 04, 23
SEAT-E24, AUD06, 04, 24
SEAT-E25, AUD06, 04, 25
SEAT-F01, AUD06, 05, 01
SEAT-F02, AUD06, 05, 02
SEAT-F03, AUD06, 05, 03
SEAT-F04, AUD06, 05, 04
SEAT-F05, AUD06, 05, 05
SEAT-F06, AUD06, 05, 06
SEAT-F07, AUD06, 05, 07
SEAT-F08, AUD06, 05, 08
SEAT-F09, AUD06, 05, 09
SEAT-F10, AUD06, 05, 10
SEAT-F11, AUD06, 05, 11
SEAT-F12, AUD06, 05, 12
SEAT-F13, AUD06, 05, 13
SEAT-F14, AUD06, 05, 14
SEAT-F15, AUD06, 05, 15
SEAT-F16, AUD06, 05, 16
SEAT-F17, AUD06, 05, 17
SEAT-F18, AUD06, 05, 18
SEAT-F19, AUD06, 05, 19
SEAT-F20, AUD06, 05, 20
SEAT-F21, AUD06, 05, 21
SEAT-F22, AUD06, 05, 22
SEAT-F23, AUD06, 05, 23
SEAT-F24, AUD06, 05, 24
SEAT-F25, AUD06, 05, 25
SEAT-G01, AUD06, 06, 01
SEAT-G02, AUD06, 06, 02
SEAT-G03, AUD06, 06, 03
SEAT-G04, AUD06, 06, 04
SEAT-G05, AUD06, 06, 05
SEAT-G06, AUD06, 06, 06
SEAT-G07, AUD06, 06, 07
SEAT-G08, AUD06, 06, 08
SEAT-G09, AUD06, 06, 09
SEAT-G10, AUD06, 06, 10
SEAT-G11, AUD06, 06, 11
SEAT-G12, AUD06, 06, 12
SEAT-G13, AUD06, 06, 13
SEAT-G14, AUD06, 06, 14
SEAT-G15, AUD06, 06, 15
SEAT-G16, AUD06, 06, 16
SEAT-G17, AUD06, 06, 17
SEAT-G18, AUD06, 06, 18
SEAT-G19, AUD06, 06, 19
SEAT-G20, AUD06, 06, 20
SEAT-G21, AUD06, 06, 21
SEAT-G22, AUD06, 06, 22
SEAT-G23, AUD06, 06, 23
SEAT-G24, AUD06, 06, 24
SEAT-G25, AUD06, 06, 25
SEAT-H01, AUD06, 07, 01
SEAT-H02, AUD06, 07, 02
SEAT-H03, AUD06, 07, 03
SEAT-H04, AUD06, 07, 04
SEAT-H05, AUD06, 07, 05
SEAT-H06, AUD06, 07, 06
SEAT-H07, AUD06, 07, 07
SEAT-H08, AUD06, 07, 08
SEAT-H09, AUD06, 07, 09
SEAT-H10, AUD06, 07, 10
SEAT-H11, AUD06, 07, 11
SEAT-H12, AUD06, 07, 12
SEAT-H13, AUD06, 07, 13
SEAT-H14, AUD06, 07, 14
SEAT-H15, AUD06, 07, 15
SEAT-H16, AUD06, 07, 16
SEAT-H17, AUD06, 07, 17
SEAT-H18, AUD06, 07, 18
SEAT-H19, AUD06, 07, 19
SEAT-H20, AUD06, 07, 20
SEAT-H21, AUD06, 07, 21
SEAT-H22, AUD06, 07, 22
SEAT-H23, AUD06, 07, 23
SEAT-H24, AUD06, 07, 24
SEAT-H25, AUD06, 07, 25
SEAT-I01, AUD06, 08, 01
SEAT-I02, AUD06, 08, 02
SEAT-I03, AUD06, 08, 03
SEAT-I04, AUD06, 08, 04
SEAT-I05, AUD06, 08, 05
SEAT-I06, AUD06, 08, 06
SEAT-I07, AUD06, 08, 07
SEAT-I08, AUD06, 08, 08
SEAT-I09, AUD06, 08, 09
SEAT-I10, AUD06, 08, 10
SEAT-I11, AUD06, 08, 11
SEAT-I12, AUD06, 08, 12
SEAT-I13, AUD06, 08, 13
SEAT-I14, AUD06, 08, 14
SEAT-I15, AUD06, 08, 15
SEAT-I16, AUD06, 08, 16
SEAT-I17, AUD06, 08, 17
SEAT-I18, AUD06, 08, 18
SEAT-I19, AUD06, 08, 19
SEAT-I20, AUD06, 08, 20
SEAT-I21, AUD06, 08, 21
SEAT-I22, AUD06, 08, 22
SEAT-I23, AUD06, 08, 23
SEAT-I24, AUD06, 08, 24
SEAT-I25, AUD06, 08, 25
SEAT-J01, AUD06, 09, 01
SEAT-J02, AUD06, 09, 02
SEAT-J03, AUD06, 09, 03
SEAT-J04, AUD06, 09, 04
SEAT-J05, AUD06, 09, 05
SEAT-J06, AUD06, 09, 06
SEAT-J07, AUD06, 09, 07
SEAT-J08, AUD06, 09, 08
SEAT-J09, AUD06, 09, 09
SEAT-J10, AUD06, 09, 10
SEAT-J11, AUD06, 09, 11
SEAT-J12, AUD06, 09, 12
SEAT-J13, AUD06, 09, 13
SEAT-J14, AUD06, 09, 14
SEAT-J15, AUD06, 09, 15
SEAT-J16, AUD06, 09, 16
SEAT-J17, AUD06, 09, 17
SEAT-J18, AUD06, 09, 18
SEAT-J19, AUD06, 09, 19
SEAT-J20, AUD06, 09, 20
SEAT-J21, AUD06, 09, 21
SEAT-J22, AUD06, 09, 22
SEAT-J23, AUD06, 09, 23
SEAT-J24, AUD06, 09, 24
SEAT-J25, AUD06, 09, 25
SEAT-K01, AUD06, 10, 01
SEAT-K02, AUD06, 10, 02
SEAT-K03, AUD06, 10, 03
SEAT-K04, AUD06, 10, 04
SEAT-K05, AUD06, 10, 05
SEAT-K06, AUD06, 10, 06
SEAT-K07, AUD06, 10, 07
SEAT-K08, AUD06, 10, 08
SEAT-K09, AUD06, 10, 09
SEAT-K10, AUD06, 10, 10
SEAT-K11, AUD06, 10, 11
SEAT-K12, AUD06, 10, 12
SEAT-K13, AUD06, 10, 13
SEAT-K14, AUD06, 10, 14
SEAT-K15, AUD06, 10, 15
SEAT-K16, AUD06, 10, 16
SEAT-K17, AUD06, 10, 17
SEAT-K18, AUD06, 10, 18
SEAT-K19, AUD06, 10, 19
SEAT-K20, AUD06, 10, 20
SEAT-K21, AUD06, 10, 21
SEAT-K22, AUD06, 10, 22
SEAT-K23, AUD06, 10, 23
SEAT-K24, AUD06, 10, 24
SEAT-K25, AUD06, 10, 25
SEAT-L01, AUD06, 11, 01
SEAT-L02, AUD06, 11, 02
SEAT-L03, AUD06, 11, 03
SEAT-L04, AUD06, 11, 04
SEAT-L05, AUD06, 11, 05
SEAT-L06, AUD06, 11, 06
SEAT-L07, AUD06, 11, 07
SEAT-L08, AUD06, 11, 08
SEAT-L09, AUD06, 11, 09
SEAT-L10, AUD06, 11, 10
SEAT-L11, AUD06, 11, 11
SEAT-L12, AUD06, 11, 12
SEAT-L13, AUD06, 11, 13
SEAT-L14, AUD06, 11, 14
SEAT-L15, AUD06, 11, 15
SEAT-L16, AUD06, 11, 16
SEAT-L17, AUD06, 11, 17
SEAT-L18, AUD06, 11, 18
SEAT-L19, AUD06, 11, 19
SEAT-L20, AUD06, 11, 20
SEAT-L21, AUD06, 11, 21
SEAT-L22, AUD06, 11, 22
SEAT-L23, AUD06, 11, 23
SEAT-L24, AUD06, 11, 24
SEAT-L25, AUD06, 11, 25
SEAT-M01, AUD06, 12, 01
SEAT-M02, AUD06, 12, 02
SEAT-M03, AUD06, 12, 03
SEAT-M04, AUD06, 12, 04
SEAT-M05, AUD06, 12, 05
SEAT-M06, AUD06, 12, 06
SEAT-M07, AUD06, 12, 07
SEAT-M08, AUD06, 12, 08
SEAT-M09, AUD06, 12, 09
SEAT-M10, AUD06, 12, 10
SEAT-M11, AUD06, 12, 11
SEAT-M12, AUD06, 12, 12
SEAT-M13, AUD06, 12, 13
SEAT-M14, AUD06, 12, 14
SEAT-M15, AUD06, 12, 15
SEAT-M16, AUD06, 12, 16
SEAT-M17, AUD06, 12, 17
SEAT-M18, AUD06, 12, 18
SEAT-M19, AUD06, 12, 19
SEAT-M20, AUD06, 12, 20
SEAT-M21, AUD06, 12, 21
SEAT-M22, AUD06, 12, 22
SEAT-M23, AUD06, 12, 23
SEAT-M24, AUD06, 12, 24
SEAT-M25, AUD06, 12, 25
SEAT-A01, AUD07, 00, 01
SEAT-A02, AUD07, 00, 02
SEAT-A03, AUD07, 00, 03
SEAT-A04, AUD07, 00, 04
SEAT-A05, AUD07, 00, 05
SEAT-A06, AUD07, 00, 06
SEAT-A07, AUD07, 00, 07
SEAT-A08, AUD07, 00, 08
SEAT-A09, AUD07, 00, 09
SEAT-A10, AUD07, 00, 10
SEAT-B01, AUD07, 01, 01
SEAT-B02, AUD07, 01, 02
SEAT-B03, AUD07, 01, 03
SEAT-B04, AUD07, 01, 04
SEAT-B05, AUD07, 01, 05
SEAT-B06, AUD07, 01, 06
SEAT-B07, AUD07, 01, 07
SEAT-B08, AUD07, 01, 08
SEAT-B09, AUD07, 01, 09
SEAT-B10, AUD07, 01, 10
SEAT-C01, AUD07, 02, 01
SEAT-C02, AUD07, 02, 02
SEAT-C03, AUD07, 02, 03
SEAT-C04, AUD07, 02, 04
SEAT-C05, AUD07, 02, 05
SEAT-C06, AUD07, 02, 06
SEAT-C07, AUD07, 02, 07
SEAT-C08, AUD07, 02, 08
SEAT-C09, AUD07, 02, 09
SEAT-C10, AUD07, 02, 10
SEAT-D01, AUD07, 03, 01
SEAT-D02, AUD07, 03, 02
SEAT-D03, AUD07, 03, 03
SEAT-D04, AUD07, 03, 04
SEAT-D05, AUD07, 03, 05
SEAT-D06, AUD07, 03, 06
SEAT-D07, AUD07, 03, 07
SEAT-D08, AUD07, 03, 08
SEAT-D09, AUD07, 03, 09
SEAT-D10, AUD07, 03, 10
SEAT-E01, AUD07, 04, 01
SEAT-E02, AUD07, 04, 02
SEAT-E03, AUD07, 04, 03
SEAT-E04, AUD07, 04, 04
SEAT-E05, AUD07, 04, 05
SEAT-E06, AUD07, 04, 06
SEAT-E07, AUD07, 04, 07
SEAT-E08, AUD07, 04, 08
SEAT-E09, AUD07, 04, 09
SEAT-E10, AUD07, 04, 10
